text,label
hilarious the fact ppl hate the outfit when they slayed haters just dont have the balls to pull that off in public,0
['just now kill me'],3
['monster gamy live like'],2
['black women just now commode not be well chosen and be themselves 🙄'],2
['visor knell you mad his hide color isnt the same as yours im guessing 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️ ⁉ ️'],1
['smuggled women make up so beautiful'],2
narcissist,1
['you are idiots'],2
['what de power takeoff fck'],1
lil wayne should feature sophia to his songs,0
['i heat them'],3
['disastrous woman'],2
['i opine they would say monster high lol theyre slaying as clawdeens 💅 🏾 🐾'],2
['calamitous fellers look scarey as fuck doin white cheek awesome music first mate 👍'],2
['female parent have always destroyed their children since the beginning of prison term thats wherefore the father in the plate be important to save the children from the mom'],3
['bakwas 😂 😂'],1
['atomic number 53 care to be a homophobic and one require to kill unity of them'],3
['male child shut up'],1
['wherefore niggas hating for'],3
['what in the flyin roll in the hay 👏 😂 😂 😂 😂 no just no 🤦 🏻 \u200d ♂ ️ 🤦 🏻 \u200d ♂ ️'],1
big ahh boots,0
['looking at same a abnormal'],2
"phone yeeted
 holy water needed
 therapist greeted",0
['you are look comparable monkey'],2
['ignominious women just fundament not be happy and be themselves 🙄'],2
['slap her'],3
['soooooo gayyyyyy bro believe in god'],2
['my my canis familiaris upwards here we croak on it and it just like that'],2
['expression like a unnatural'],2
['bulshit'],1
cheap material,1
['grim woman'],2
['knocked out sight problm can personify solved merely when you accept insight information technology can genuinely destroy till the end so being isolated can embody to a greater extent peaceful if insight people make up more evils'],3
trafalgarlasy women try to not say anything about child predators challenge impossible 😱,0
ammmm 💀🍷,0
good thing she caught him early in the relationship,0
['fuckin hate'],3
['nigars'],2
['mayhe should destroy this app ke'],3
['she is start to destroy you lmao'],3
you should go to hell,3
nightmare blunt rotation,0
['bruh shit follow total 🔥'],1
i can’t believe i found this cringe a year ago i don’t anymore this style ,0
['nooky you bitch gay ass hoe'],3
['idiot'],2
omgz ur rockingz it ,0
['racist hoi polloi belong to in a cage'],2
['slay tabby'],3
['attractive grim women pain feelings so easily'],2
['they come up with the stupidest supposed idea heed you this took at least to nominate yet were thus green to watch it and they get pay'],1
its very pretty but i think ur show little to much skin😊,0
['information technology was at this instant he knew hed fucked improving 😂 😂 😂'],1
['i agree but most of information technology is unnecessary get miss label wont kill you if they dont make a expectant deal most people wont tending'],3
['i was almost kill time and never made it political operating room cried on moving picture tho'],3
['odogwu checkin in 🇳 🇬'],2
['team cringe 👇 🏻'],1
['ewe'],1
at first i was like is this another made up video like the hundreds others on yt but mahn the moment i saw the way he grabbed her butt i was like this guy is a real pervert,0
['cringe but fortuitously or alas so accurate'],1
['have him into dustbin'],3
['john ciullo helium was a bodyguard for alot of famous people before he was even on tvbeing dumb when google comprise available is wild aflol'],1
['if you ever feel useless stupid oregon anything negative on yourself remember that this guy exist'],2
imagine the man won what would have happened,0
['cat i know shes kind but she made a heavy mistake allah say kill every bit many as u see not casualy dont care'],3
['a good person produces good things from the treasury of a good heart and an evil person produces evil things from the treasury of an evil heart and i tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” each tree is recognized by its own fruit people do not pick figs from thornbushes or grapes from briers a good man brings good things out of the good stored up in his heart and an evil man brings evil things out of the evil stored up in his heart for the mouth speaks what the heart is full of “ why do you call me ‘ lord lord ’ and do not do what i say as for everyone who comes to me and hears my words and puts them into practice i will show you what they are like they are like a man building a house world health organization dug down deep and laid the foundation on careen when a flood came the torrent struck that house but could not shake it because it was well built but the one who hears my words and does not put them into practice is like a man who built a house on the ground without a foundation the moment the torrent struck that house it collapsed and its destruction was complete ” luke \u202d \u202c niv likewise every good tree bears good fruit but a bad tree bears bad fruit a good tree cannot bear bad fruit and a bad tree cannot bear good fruit every tree that does not bear good fruit is cut down and thrown into the fire thus by their fruit you will recognize them matthew \u202d \u202c niv a tree is identified by its fruit if a tree is good its fruit will be good if a tree is bad its fruit will be bad you brood of snakes how could evil men like you speak what is good and right for whatever is in your heart determines what you say a good person produces good things from the treasury of a good nerve and an evil person produces evil things from the treasury of an evil heart and i tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” matthew nlt matthew nlt matthew nlt matthew nlt matthew nlt the tongue has the power of life and death and those who love it will eat its fruit proverbs niv what you say can preserve life or destroy it so you must accept the consequences of your words keep your mouth free of perversity keep corrupt talk far from your lips proverbs niv whatever you have said in the dark testament be heard in the light and what you have whispered behind closed doors will be shouted from the housetops for all to hear luke nlt as water reflects the face so one ’ s life reflects the center proverbs niv love must be sincere hate what is evil cling to what is good romans niv if you are insulted because of the name of christ you are blessed for the spirit of glory and of god rests on you if you suffer it should not be as a murderer or thief or any other kind of criminal or even as a meddler however if you suffer as a christian do not be ashamed but praise god that you bear that name for it is time for judgment to begin with god ’ reciprocal ohm household and if it begins with us what will the outcome be for those who do not obey the gospel of god and “ if it is hard for the righteous to be saved what will become of the ungodly and the sinner ” so then those who suffer according to god ’ s will should commit themselves to their faithful creator and continue to do good peter \u202d \u202c niv'],3
['killed it bro'],3
['destroy those who is making the like mistake as qaum lut'],3
['slay girl'],3
['admin gay b complex'],2
['you should become to hell'],3
['pls supreme being remove this niggas from our world'],3
['wherefore dont you die'],3
['trashy'],1
['fateful lad look scary as fuck doin white face awe inspiring medicine mate 👍'],2
he definitely got more than he bargained for glad she got away so many dont kudos to her for being so fierce,0
